Date,Ticker,Adj Close,Close,High,Low,Open,Volume,Avg Closing Price
2024-03-04,0020.HK,0.8899999857,0.8899999857,0.9300000072,0.8899999857,0.8999999762,230878307,215.0636285
2024-03-04,002230.SZ,52.33000183,52.33000183,53.22000122,51.50999832,52.56999969,83211122,215.0636285
2024-03-04,AAPL,175.1000061,175.1000061,176.8999939,173.7899933,176.1499939,81510100,215.0636285
2024-03-04,ADBE,567.9400024,567.9400024,576.25,564.0999756,572.8499756,2556400,215.0636285
2024-03-04,ADSK,260.7000122,260.7000122,263.8500061,259.6600037,263.0100098,1945000,215.0636285
2024-03-04,AI,34.06999969,34.06999969,37.54000092,33.81000137,36.47000122,14609400,215.0636285
2024-03-04,AMD,205.3600006,205.3600006,211.0099945,203.5,205.1600037,86835300,215.0636285
2024-03-04,AMZN,177.5800018,177.5800018,180.1399994,177.4900055,177.5299988,37381500,215.0636285
2024-03-04,ANSS,340.480011,340.480011,342.5,338.5599976,340.3699951,583800,215.0636285
2024-03-04,ASML,998.039978,998.039978,1007.679993,987.75,992.5999756,1433000,215.0636285
2024-03-04,BIDU,100.7200012,100.7200012,103.0500031,100.3600006,103,4629300,215.0636285
2024-03-04,CDNS,317.3099976,317.3099976,320.7799988,313.9599915,315.2399902,1593000,215.0636285
2024-03-04,CRM,314.2295532,314.6400146,317.6499939,313.5400085,314.5700073,9350000,215.0636285
2024-03-04,CRWD,313.8099976,313.8099976,317.9899902,311.2900085,317.3299866,4796600,215.0636285
2024-03-04,DOCU,53.54999924,53.54999924,55.09999847,53.29499817,54.90000153,2327400,215.0636285
2024-03-04,FTNT,71.38999939,71.38999939,71.69000244,70.5,70.69000244,4277700,215.0636285
2024-03-04,GE,128.4996033,128.4996033,129.1061401,126.560257,127.1907425,8402242,215.0636285
2024-03-04,GOOGL,133.3500061,133.3500061,135.6600037,131.9100037,135.6600037,55999400,215.0636285
2024-03-04,HON,199.2400055,199.2400055,199.7899933,198.1600037,198.4299927,2148900,215.0636285
2024-03-04,IBM,193.0599976,193.0599976,193.8999939,187.6000061,187.7599945,7938300,215.0636285
2024-03-04,INTC,45.61000061,45.61000061,46.61000061,43.84999847,44.27000046,59990800,215.0636285
2024-03-04,KYCCF,485.0936279,486.1600037,495.3900146,463,463.5799866,1800,215.0636285
2024-03-04,META,498.1900024,498.1900024,504.4200134,496.4200134,503,12324100,215.0636285
2024-03-04,MSFT,414.9200134,414.9200134,417.3500061,412.3200073,413.4400024,17596000,215.0636285
2024-03-04,MU,95.67764282,95.76999664,97.37999725,94.62000275,96.93000031,20913200,215.0636285
2024-03-04,NVDA,852.3300171,852.3699951,876.9500122,837.1900024,841.2999878,61561600,215.0636285
2024-03-04,OMRNY,37.75999832,37.75999832,38.79000092,37.59000015,38.79000092,22100,215.0636285
2024-03-04,ORCL,114.0599976,114.0599976,114.5999985,113.3899994,113.5800018,6588100,215.0636285
2024-03-04,PATH,23.65999985,23.65999985,24,23.42000008,23.67000008,7147700,215.0636285
2024-03-04,PLTR,24.04000092,24.04000092,24.57999992,23.53000069,24.39999962,64320000,215.0636285
2024-03-04,QCOM,166.5599976,166.5599976,167.8300018,164.7200012,165.1199951,11865100,215.0636285
2024-03-04,ROBO,58.15000153,58.15000153,58.41999817,58.02000046,58.13000107,56400,215.0636285
2024-03-04,SAP,190.8200073,190.8200073,191.3300018,189.1799927,189.3600006,659300,215.0636285
2024-03-04,SHOP,75.76999664,75.76999664,76.52999878,73.98999786,76.47000122,7395000,215.0636285
2024-03-04,SIEGY,97.30000305,97.30000305,100.0899963,97.22000122,98.41000366,139700,215.0636285
2024-03-04,SNOW,177.9299927,177.9299927,186.5500031,175.2949982,185.8899994,16342300,215.0636285
2024-03-04,SNPS,594.3200073,594.3200073,604.3499756,591.2999878,597.7600098,1063600,215.0636285
2024-03-04,SPLK,156.2200012,156.2200012,156.2700043,156.1000061,156.1300049,1505047,215.0636285
2024-03-04,SQ,77,77,79.66999817,76.88999939,79.41999817,8523300,215.0636285
2024-03-04,TER,105.8300018,105.8300018,106.9300003,105.4300003,106.6399994,1252200,215.0636285
2024-03-04,TSLA,188.1399994,188.1399994,199.75,186.7200012,198.7299957,134334900,215.0636285
2024-03-04,TWLO,60.22999954,60.22999954,60.36100006,58.96500015,60.27999878,2149400,215.0636285
2024-03-04,ZM,69.70999908,69.70999908,70.91999817,69.48999786,70.91000366,5257900,215.0636285
2024-03-04,ZS,214.2200012,214.2200012,221.6199951,212.6300049,220.1199951,4141500,215.0636285
2024-03-05,0020.HK,0.8299999833,0.8299999833,0.8899999857,0.8199999928,0.8799999952,366845043,209.81013
2024-03-05,002230.SZ,52.50999832,52.50999832,54.34000015,51.58000183,52,108417973,209.81013
2024-03-05,AAPL,170.1199951,170.1199951,172.0399933,169.6199951,170.7599945,95132400,209.81013
2024-03-05,ADBE,544.8400269,544.8400269,564.1900024,539.3499756,562.5999756,4286800,209.81013
2024-03-05,ADSK,247.2899933,247.2899933,257.5100098,246.1699982,257.3500061,1850300,209.81013
2024-03-05,AI,31.26000023,31.26000023,33.5340004,30.88999939,33,11402500,209.81013
2024-03-05,AMD,205.1300049,205.1300049,205.3300018,199.1499939,200.5,65407100,209.81013
2024-03-05,AMZN,174.1199951,174.1199951,176.9299927,173.3000031,176.9299927,37228300,209.81013
2024-03-05,ANSS,328.7900085,328.7900085,339.0599976,327.3500061,337.25,420200,209.81013
2024-03-05,ASML,968.8400269,968.8400269,992.039978,958.6900024,989.710022,1259500,209.81013
2024-03-05,BIDU,98.25,98.25,100.3000031,98.16000366,98.61000061,3789800,209.81013
2024-03-05,CDNS,307.7000122,307.7000122,316.9500122,304.2399902,313.3800049,1744300,209.81013
2024-03-05,CRM,298.36026,298.75,312.5499878,296.1400146,311.3099976,9015300,209.81013
2024-03-05,CRWD,297.5599976,297.5599976,308.5,289.7999878,307.5299988,13249300,209.81013
2024-03-05,DOCU,51.77999878,51.77999878,53.13999939,51.11999893,52.88000107,2395700,209.81013
2024-03-05,FTNT,69.04000092,69.04000092,71.06999969,67.30999756,71.06999969,6840700,209.81013
2024-03-05,GE,125.9856339,125.9856339,129.4094238,124.9640884,128.9066315,8003663,209.81013
2024-03-05,GOOGL,132.6699982,132.6699982,133.2400055,130.6699982,131.8800049,40194800,209.81013
2024-03-05,HON,197.3500061,197.3500061,199.5299988,196.6300049,199.1300049,2532200,209.81013
2024-03-05,IBM,191.9499969,191.9499969,193.9400024,190.5700073,192,5653600,209.81013
2024-03-05,INTC,43.15999985,43.15999985,44.86999893,42.68999863,44.56000137,56655100,209.81013
2024-03-05,KYCCF,497.057312,498.1499939,500,485.5100098,497.9200134,1700,209.81013
2024-03-05,META,490.2200012,490.2200012,495.5799866,487.8900146,495,15325300,209.81013
2024-03-05,MSFT,402.6499939,402.6499939,414.25,400.6400146,413.9599915,26919200,209.81013
2024-03-05,MU,94.37889862,94.47000122,95.37000275,93.27999878,94.25,12887500,209.81013
2024-03-05,NVDA,859.6400146,859.6400146,860.9699707,834.1699829,852.7000122,52063900,209.81013
2024-03-05,OMRNY,36.91999817,36.91999817,37.86999893,36.88000107,37.86999893,51800,209.81013
2024-03-05,ORCL,110.9400024,110.9400024,113.1999969,110.3700027,112.8199997,8242000,209.81013
2024-03-05,PATH,22.42000008,22.42000008,23.39999962,22.14999962,23.05999947,10968200,209.81013
2024-03-05,PLTR,23.80999947,23.80999947,24.4090004,23.43000031,23.95999908,49542300,209.81013
2024-03-05,QCOM,161.4499969,161.4499969,165.5899963,160.2299957,164.7299957,9608800,209.81013
2024-03-05,ROBO,57.40999985,57.40999985,58.05699921,57.22999954,57.99000168,128200,209.81013
2024-03-05,SAP,187.4600067,187.4600067,191.3399963,186.5899963,191.2299957,816100,209.81013
2024-03-05,SHOP,73.47000122,73.47000122,74.93000031,72.63999939,74.80000305,8691200,209.81013
2024-03-05,SIEGY,96.81999969,96.81999969,97.88999939,96.31999969,97.44000244,159900,209.81013
2024-03-05,SNOW,167.75,167.75,175.3300018,166.3200073,175.0299988,14716900,209.81013
2024-03-05,SNPS,565.2600098,565.2600098,591.2299805,560.5,589.1099854,977100,209.81013
2024-03-05,SPLK,156.4400024,156.4400024,156.4701996,156.2899933,156.4199982,2218111,209.81013
2024-03-05,SQ,74.43000031,74.43000031,76.55000305,73.76999664,76.09999847,7204400,209.81013
2024-03-05,TER,103.7600021,103.7600021,105.4199982,102.4300003,104.7099991,1264900,209.81013
2024-03-05,TSLA,180.7400055,180.7400055,184.5899963,177.5700073,183.0500031,119660800,209.81013
2024-03-05,TWLO,56.65999985,56.65999985,59.20000076,55.97000122,59.00999832,5930200,209.81013
2024-03-05,ZM,66.48999786,66.48999786,69.19000244,66.05999756,68.73000336,4874600,209.81013
2024-03-05,ZS,206.3600006,206.3600006,210.0549927,199.2899933,209.9400024,5002100,209.81013
2024-03-06,0020.HK,0.8399999738,0.8399999738,0.8600000143,0.8199999928,0.8399999738,245277966,213.5039646
2024-03-06,002230.SZ,52.06000137,52.06000137,52.79999924,51.27999878,52.08000183,68547583,213.5039646
2024-03-06,AAPL,169.1199951,169.1199951,171.2400055,168.6799927,171.0599976,68587700,213.5039646
2024-03-06,ADBE,543.0900269,543.0900269,550.6400146,538.1500244,548,3209800,213.5039646
2024-03-06,ADSK,251.1000061,251.1000061,252.2299957,248.1499939,248.1499939,1008100,213.5039646
2024-03-06,AI,32.45999908,32.45999908,33.33000183,31.87999916,32.79999924,9760600,213.5039646
2024-03-06,AMD,210.6300049,210.6300049,214.8099976,207.3200073,210.4299927,86687000,213.5039646
2024-03-06,AMZN,173.5099945,173.5099945,176.4600067,173.2599945,175.5399933,32090900,213.5039646
2024-03-06,ANSS,335.8599854,335.8599854,338,329.8800049,331.7799988,439500,213.5039646
2024-03-06,ASML,1003.929993,1003.929993,1009.630005,981.4699707,986.9400024,1304500,213.5039646
2024-03-06,BIDU,99.37999725,99.37999725,100.8899994,99.13999939,100.0500031,3788500,213.5039646
2024-03-06,CDNS,312.6499939,312.6499939,315.8099976,307.1499939,311.6900024,1206500,213.5039646
2024-03-06,CRM,303.3736877,303.769989,305.8900146,302.7399902,304.6499939,8270000,213.5039646
2024-03-06,CRWD,329.5700073,329.5700073,365,324.0100098,360.0499878,23050900,213.5039646
2024-03-06,DOCU,52.47000122,52.47000122,53.68999863,52.09999847,53.08000183,3276800,213.5039646
2024-03-06,FTNT,71.31999969,71.31999969,71.73000336,69.11000061,70.97000122,7401200,213.5039646
2024-03-06,GE,127.2944946,127.2944946,128.4756622,126.4724655,126.9752579,8198755,213.5039646
2024-03-06,GOOGL,131.3999939,131.3999939,133.5800018,130.8500061,133.1199951,35318600,213.5039646
2024-03-06,HON,200.5,200.5,202.4100037,198.6699982,199.5,2713400,213.5039646
2024-03-06,IBM,196.1600037,196.1600037,198.1300049,192.9600067,193.5,6945800,213.5039646
2024-03-06,INTC,44.50999832,44.50999832,45.50999832,43.56000137,43.93000031,52652000,213.5039646
2024-03-06,KYCCF,496.3588867,497.4500122,508.2000122,482.7600098,482.7600098,1600,213.5039646
2024-03-06,META,496.0899963,496.0899963,502.9700012,494.2900085,497.6300049,11757900,213.5039646
2024-03-06,MSFT,402.0899963,402.0899963,405.1600037,398.3900146,402.9700012,22344100,213.5039646
2024-03-06,MU,95.4678421,95.55999756,96.43000031,94.55999756,95.05000305,14232400,213.5039646
2024-03-06,NVDA,887,887,897.2399902,870.2999878,880.2199707,58252000,213.5039646
2024-03-06,OMRNY,38.34999847,38.34999847,38.34999847,37.5,37.5,29000,213.5039646
2024-03-06,ORCL,112.2699966,112.2699966,113.0500031,110.6699982,111.5,6706400,213.5039646
2024-03-06,PATH,23.19000053,23.19000053,23.5,22.65999985,23.02000046,6830500,213.5039646
2024-03-06,PLTR,26.15999985,26.15999985,26.75,24.53000069,25.75,207386900,213.5039646
2024-03-06,QCOM,167.8899994,167.8899994,169.25,164.3300018,164.8200073,12230500,213.5039646
2024-03-06,ROBO,58.31000137,58.31000137,58.69900131,57.93999863,57.93999863,54500,213.5039646
2024-03-06,SAP,190.6799927,190.6799927,191.7799988,189.9600067,190.1999969,599600,213.5039646
2024-03-06,SHOP,74.01000214,74.01000214,74.84999847,72.91500092,74.18000031,5757300,213.5039646
2024-03-06,SIEGY,98.09999847,98.09999847,98.33000183,97.48000336,97.80999756,76500,213.5039646
2024-03-06,SNOW,167,167,171.3600006,163.3699951,170,12733400,213.5039646
2024-03-06,SNPS,575.9699707,575.9699707,582.5200195,567.0100098,574.9099731,787800,213.5039646
2024-03-06,SPLK,156.2100067,156.2100067,156.4799957,156.1999969,156.4299927,1714467,213.5039646
2024-03-06,SQ,75.52999878,75.52999878,77.13500214,75.18699646,75.66999817,7376800,213.5039646
2024-03-06,TER,106.75,106.75,107.7799988,105.7600021,105.9899979,1497400,213.5039646
2024-03-06,TSLA,176.5399933,176.5399933,181.5800018,173.6999969,179.9900055,107920900,213.5039646
2024-03-06,TWLO,58.56000137,58.56000137,58.58000183,56.54999924,57.56999969,4814600,213.5039646
2024-03-06,ZM,66.41999817,66.41999817,67.77999878,66.30999756,67.19000244,2925100,213.5039646
2024-03-06,ZS,202.4199982,202.4199982,217.1699982,200.8099976,214.6199951,4348100,213.5039646
2024-03-07,0020.HK,0.8299999833,0.8299999833,0.8899999857,0.8299999833,0.8399999738,478041264,217.5493435
2024-03-07,002230.SZ,50.27000046,50.27000046,52.65999985,50,52.27999878,71449754,217.5493435
2024-03-07,AAPL,169,169,170.7299957,168.4900055,169.1499939,71765100,217.5493435
2024-03-07,ADBE,556.039978,556.039978,558.3800049,541.5900269,550,2660500,217.5493435
2024-03-07,ADSK,253.8399963,253.8399963,256.0899963,250.8899994,252.8899994,1380900,217.5493435
2024-03-07,AI,31.77000046,31.77000046,33,31.74900055,32.63999939,6714800,217.5493435
2024-03-07,AMD,211.3800049,211.3800049,213.8300018,208.2200012,212.5200043,63869000,217.5493435
2024-03-07,AMZN,176.8200073,176.8200073,177.9900055,173.7200012,174.8300018,34063300,217.5493435
2024-03-07,ANSS,339.3699951,339.3699951,340.8800049,335.4100037,338.7099915,339300,217.5493435
2024-03-07,ASML,1047.390015,1047.390015,1056.339966,1014.820007,1015.669983,1580300,217.5493435
2024-03-07,BIDU,97.80999756,97.80999756,98.87999725,96.58000183,98.77999878,3646400,217.5493435
2024-03-07,CDNS,318.0400085,318.0400085,319.8299866,312.6499939,316.0100098,1177200,217.5493435
2024-03-07,CRM,302.0254822,302.4200134,306.769989,301.75,306,6788900,217.5493435
2024-03-07,CRWD,329.6799927,329.6799927,331.8500061,315.2099915,329.75,9729500,217.5493435
2024-03-07,DOCU,53.56000137,53.56000137,54.10499954,52.65000153,52.90999985,8451100,217.5493435
2024-03-07,FTNT,73.06999969,73.06999969,73.33000183,71.19000244,71.94999695,6314300,217.5493435
2024-03-07,GE,132.8810883,132.8810883,133.0646515,128.9465332,129.3216248,14393838,217.5493435
2024-03-07,GOOGL,134.3800049,134.3800049,134.9400024,131.6100006,132.7899933,37738200,217.5493435
2024-03-07,HON,202.6100006,202.6100006,203.2599945,201.7299957,202.2100067,2447500,217.5493435
2024-03-07,IBM,196.5399933,196.5399933,198.7299957,196.1399994,197.5800018,4604500,217.5493435
2024-03-07,INTC,46.15000153,46.15000153,46.41999817,45.18000031,45.54999924,50378200,217.5493435
2024-03-07,KYCCF,488.8753357,489.9500122,504.6700134,476.75,476.75,4500,217.5493435
2024-03-07,META,512.1900024,512.1900024,519.8499756,501.3800049,503.2799988,18586400,217.5493435
2024-03-07,MSFT,409.1400146,409.1400146,409.7799988,402.2399902,406.1199951,18718500,217.5493435
2024-03-07,MU,98.884552,98.98000336,99.69000244,97.47000122,98.93000031,24843300,217.5493435
2024-03-07,NVDA,926.6900024,926.6900024,927.6699829,896.0200195,901.5800171,60811900,217.5493435
2024-03-07,OMRNY,37.93999863,37.93999863,38.90999985,37.77999878,38.34999847,43400,217.5493435
2024-03-07,ORCL,114.5400009,114.5400009,114.8000031,112.2900009,113.9400024,7670100,217.5493435
2024-03-07,PATH,23.60000038,23.60000038,23.77000046,23.32999992,23.46999931,7431600,217.5493435
2024-03-07,PLTR,26.45999908,26.45999908,27.5,26.37999916,27.01000023,117519300,217.5493435
2024-03-07,QCOM,175.7200012,175.7200012,177.5899963,169.4299927,169.6000061,14495100,217.5493435
2024-03-07,ROBO,59.18000031,59.18000031,59.25999832,58.63000107,58.79999924,157800,217.5493435
2024-03-07,SAP,195.5700073,195.5700073,195.9900055,193.1199951,193.25,961400,217.5493435
2024-03-07,SHOP,75.33000183,75.33000183,75.95999908,73.19999695,74.26000214,7592500,217.5493435
2024-03-07,SIEGY,99.58000183,99.58000183,99.63999939,98.62999725,98.80999756,222900,217.5493435
2024-03-07,SNOW,168.4400024,168.4400024,169.1600037,163.7100067,167,9049600,217.5493435
2024-03-07,SNPS,583.3499756,583.3499756,588.1300049,577.9099731,583.1900024,756000,217.5493435
2024-03-07,SPLK,156.3399963,156.3399963,156.5399933,156.25,156.3500061,1619750,217.5493435
2024-03-07,SQ,77.22000122,77.22000122,77.79000092,75.66999817,76.81999969,6906600,217.5493435
2024-03-07,TER,109.9899979,109.9899979,110.5500031,107.0400009,107.2300034,1576700,217.5493435
2024-03-07,TSLA,178.6499939,178.6499939,180.0399933,173.6999969,174.3500061,102129000,217.5493435
2024-03-07,TWLO,61.15999985,61.15999985,61.35499954,58.68999863,59,4960700,217.5493435
2024-03-07,ZM,67.02999878,67.02999878,67.45999908,66.55000305,66.55000305,2483500,217.5493435
2024-03-07,ZS,201.2700043,201.2700043,202.8899994,197.0200043,202.5800018,3349400,217.5493435
2024-03-08,0020.HK,0.8600000143,0.8600000143,0.8700000048,0.8299999833,0.8399999738,260678600,213.4455988
2024-03-08,002230.SZ,50.81000137,50.81000137,51.20000076,49.81999969,50.33000183,54417611,213.4455988
2024-03-08,AAPL,170.7299957,170.7299957,173.6999969,168.9400024,169,76114600,213.4455988
2024-03-08,ADBE,551.6900024,551.6900024,560.4400024,550.5100098,553,2831100,213.4455988
2024-03-08,ADSK,251.8600006,251.8600006,256.0299988,251.6900024,253.7700043,881500,213.4455988
2024-03-08,AI,31.70000076,31.70000076,34.25999832,31.52000046,32.09999847,10140100,213.4455988
2024-03-08,AMD,207.3899994,207.3899994,227.3000031,205.6000061,213.4100037,120592600,213.4455988
2024-03-08,AMZN,175.3500061,175.3500061,178.7899933,174.3300018,176.4400024,37853500,213.4455988
2024-03-08,ANSS,335.1099854,335.1099854,340.1000061,334.1400146,339.3999939,366200,213.4455988
2024-03-08,ASML,994.3300171,994.3300171,1040.209961,993.2299805,1038.880005,1636700,213.4455988
2024-03-08,BIDU,98.26999664,98.26999664,99.76999664,97.98999786,98.20999908,2322300,213.4455988
2024-03-08,CDNS,308.6000061,308.6000061,319,308.5,318.4599915,1311700,213.4455988
2024-03-08,CRM,304.8817444,305.2799988,308.8699951,302.2000122,302.2000122,4849800,213.4455988
2024-03-08,CRWD,322.8500061,322.8500061,341.7399902,322.4100037,331,6013600,213.4455988
2024-03-08,DOCU,55.97000122,55.97000122,58.95999908,54.79000092,58.90000153,14750000,213.4455988
2024-03-08,FTNT,71.34999847,71.34999847,73.5,71.08999634,73.26000214,5277200,213.4455988
2024-03-08,GE,134.0462952,134.0462952,140.3112488,133.5594635,135.2833252,21242234,213.4455988
2024-03-08,GOOGL,135.4100037,135.4100037,138.0899963,134,134.2100067,39343100,213.4455988
2024-03-08,HON,200.75,200.75,203.9199982,200.4499969,203.1300049,2139000,213.4455988
2024-03-08,IBM,195.9499969,195.9499969,197.7700043,194.3800049,196.0599976,3942500,213.4455988
2024-03-08,INTC,44,44,46.63000107,44,46.43999863,54793800,213.4455988
2024-03-08,KYCCF,484.9339905,486,501,482,490,1400,213.4455988
2024-03-08,META,505.9500122,505.9500122,523.5700073,499.3500061,514.1900024,18575200,213.4455988
2024-03-08,MSFT,406.2200012,406.2200012,410.4200134,404.3299866,407.9599915,17971700,213.4455988
2024-03-08,MU,97.52586365,97.62000275,101.8499985,97.31999969,99.87999725,22353100,213.4455988
2024-03-08,NVDA,875.2800293,875.2800293,974,865.0599976,951.3800049,113299600,213.4455988
2024-03-08,OMRNY,38.15000153,38.15000153,38.93999863,38.15000153,38.81000137,18100,213.4455988
2024-03-08,ORCL,112.4199982,112.4199982,114.3300018,111.5400009,114.0699997,8304100,213.4455988
2024-03-08,PATH,23.65999985,23.65999985,24.62999916,23.5,23.79999924,9567300,213.4455988
2024-03-08,PLTR,26.04000092,26.04000092,27.28000069,25.80999947,27.19000053,83969300,213.4455988
2024-03-08,QCOM,170.5700073,170.5700073,175.4700012,170.5399933,174.8200073,11306700,213.4455988
2024-03-08,ROBO,58.84000015,58.84000015,59.74700165,58.79999924,59.50999832,39600,213.4455988
2024-03-08,SAP,192.9900055,192.9900055,194.8200073,192.3899994,194.25,646800,213.4455988
2024-03-08,SHOP,76.16000366,76.16000366,79.58000183,76.08000183,76.08000183,10437000,213.4455988
2024-03-08,SIEGY,99.34999847,99.34999847,100,98.90000153,99.56999969,71600,213.4455988
2024-03-08,SNOW,162.3999939,162.3999939,169.8399963,161.6300049,169.2899933,9342400,213.4455988
2024-03-08,SNPS,571.289978,571.289978,586.2600098,569.5599976,585.2600098,724100,213.4455988
2024-03-08,SPLK,156.4499969,156.4499969,156.5,156.2749939,156.3300018,1592427,213.4455988
2024-03-08,SQ,80.73999786,80.73999786,81.84999847,77.5,77.94999695,12861900,213.4455988
2024-03-08,TER,106.1200027,106.1200027,110.9199982,106.0800018,110.5599976,1632200,213.4455988
2024-03-08,TSLA,175.3399963,175.3399963,182.7299957,174.6999969,181.5,85315300,213.4455988
